"FuMOD" "Fu"
"Gene00301" "5-methylcytosine-specific restriction enzyme B (EC 3.1.21.-)"
"Gene00302" "5-methylcytosine-specific restriction related enzyme"
"Gene00303" "5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)"
"Gene00304" "5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)"
"Gene00305" "5-methylthioribose ABC transporter, permease protein"
"Gene00306" "5-methylthioribose ABC transporter, substrate-binding protein"
"Gene00307" "5-methylthioribose kinase (EC 2.7.1.100)"
"Gene00308" "5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase"
"Gene00309" "5-oxoprolinase (EC 3.5.2.9), HyuA-like domain / 5-oxoprolinase (EC 3.5.2.9), HyuB-like domain"
"Gene00310" "5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)"
"Gene00311" "5,6,7,8-tetrahydromethanopterin hydro-lyase (EC 4.2.1.147) @ Formaldehyde activating enzyme"
"Gene00312" "5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)"
"Gene00313" "5'-methylthioadenosine nucleosidase (EC 3.2.2.16) / S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)"
"Gene00314" "5'-methylthioadenosine phosphorylase (EC 2.4.2.28)"
"Gene00315" "5'-nucleotidase (EC 3.1.3.5)"
"Gene00316" "5'-nucleotidase SurE (EC 3.1.3.5)"
"Gene00317" "50S ribosomal protein acetyltransferase"
"Gene00318" "5S rRNA # 5S ribosomal RNA - 3 prime truncation"
"Gene00319" "5S rRNA # 5S ribosomal RNA - 5 prime truncation"
"Gene00320" "5S rRNA ## 5S ribosomal RNA"
"Gene00321" "6-aminohexanoate-cyclic-dimer hydrolase"
"Gene00322" "6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50)"
"Gene00323" "6-carboxytetrahydropterin synthase (EC 4.1.2.50) @ Queuosine biosynthesis QueD, PTPS-I"
"Gene00324" "6-deoxy-6-sulphofructose kinase"
"Gene00325" "6-hexanolactone hydrolase"
"Gene00326" "6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"
"Gene00327" "6-phosphogluconolactonase (EC 3.1.1.31)"
"Gene00328" "6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type"
"Gene00329" "6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)"
"Gene00330" "6,7-dimethyl-8-ribityllumazine synthase paralog"
"Gene00331" "7-alpha-hydroxysteroid dehydrogenase (EC 1.1.1.159)"
"Gene00332" "7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)"
"Gene00333" "7-cyano-7-deazaguanine synthase (EC 6.3.4.20)"
"Gene00334" "7,8 dihydropteroate synthase (methanopterin)"
"Gene00335" "7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 1 / 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2"
"Gene00336" "8-amino-7-oxononanoate synthase (EC 2.3.1.47)"
"Gene00337" "A/G-specific adenine glycosylase (EC 3.2.2.-)"
"Gene00338" "A298L"
"Gene00339" "AAA ATPase, central region"
"Gene00340" "AAA family ATPase Cdc48"
"Gene00341" "AAA family ATPase, possible cell division control protein cdc48"
"Gene00342" "AAA-ATPase, domain of unknown function, and LuxR DNA-binding domain"
"Gene00343" "AAA-family ATPase, Atu6082 type"
"Gene00344" "AAA+ ATPase superfamily protein YifB/ComM, associated with DNA recombination"
"Gene00345" "AaeX protein, function unknown"
"Gene00346" "ABC Fe3+ siderophore transporter, inner membrane subunit"
"Gene00347" "ABC nitrate/sulfonate/bicarbonate transporter, inner membrane subunit"
"Gene00348" "ABC polar amino acid family transporter, inner membrane subunit"
"Gene00349" "ABC transport system, ATP-binding protein Z5691"
"Gene00350" "ABC transport system, periplasmic substrate-binding protein Z5689"
"Gene00351" "ABC transport system, permease protein Z5690"
"Gene00352" "ABC transporter (iron.B12.siderophore.hemin) , ATP-binding component"
"Gene00353" "ABC transporter (iron.B12.siderophore.hemin) , periplasmic substrate-binding component"
"Gene00354" "ABC transporter ATP-binding protein"
"Gene00355" "ABC transporter ATP-binding protein YvcR"
"Gene00356" "ABC transporter ATP-binding/permease protein"
"Gene00357" "ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA"
"Gene00358" "ABC transporter involved in cytochrome c biogenesis, CcmB subunit"
"Gene00359" "ABC transporter involved in resistance to organic solvents, substrate-binding protein 2"
"Gene00360" "ABC transporter periplasmic substrate-binding protein PA1810"
"Gene00361" "ABC transporter permease protein"
"Gene00362" "ABC transporter related"
"Gene00363" "ABC transporter spermidine/putrescine-binding protein"
"Gene00364" "ABC transporter substrate-binding protein"
"Gene00365" "ABC transporter sugar permease protein ycjO"
"Gene00366" "ABC transporter-like system, substrate-binding protein (cluster 4, leucine/isoleucine/valine/benzoate)"
"Gene00367" "ABC transporter-like, ATP-binding protein mlr2633 / ABC transporter-like, ATP-binding protein mlr2634"
"Gene00368" "ABC transporter, ATP-binding protein"
"Gene00369" "ABC transporter, ATP-binding protein (cluster 1, maltose/g3p/polyamine/iron); ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)"
"Gene00370" "ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)"
"Gene00371" "ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate) / C-terminal AAA-associated domain"
"Gene00372" "ABC transporter, ATP-binding protein (cluster 11, riboflavin/purine nucleoside/unknown) / ABC transporter, ATP-binding protein (cluster 11, riboflavin/purine nucleoside/unknown)"
"Gene00373" "ABC transporter, ATP-binding protein (cluster 12, methionine/phosphonates)"
"Gene00374" "ABC transporter, ATP-binding protein (cluster 13, osmolytes)"
"Gene00375" "ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"
"Gene00376" "ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose) / ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"
"Gene00377" "ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose) / ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose) / ABC transporter, permease protein (cluster 2, ribose/xylose/arabinose/galactose)"
"Gene00378" "ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)"
"Gene00379" "ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)"
"Gene00380" "ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines) / ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)"
"Gene00381" "ABC transporter, ATP-binding protein (cluster 8, B12/iron complex)"
"Gene00382" "ABC transporter, ATP-binding protein (cluster 9, phospholipid)"
"Gene00383" "ABC transporter, ATP-binding protein 1 (cluster 4, leucine/isoleucine/valine/benzoate)"
"Gene00384" "ABC transporter, ATP-binding protein 1 (cluster 4, leucine/isoleucine/valine/benzoate) / ABC transporter, ATP-binding protein 2 (cluster 4, leucine/isoleucine/valine/benzoate)"
"Gene00385" "ABC transporter, ATP-binding protein 1 PP0616"
"Gene00386" "ABC transporter, ATP-binding protein 1 RSc1753"
"Gene00387" "ABC transporter, ATP-binding protein 2 (cluster 4, leucine/isoleucine/valine/benzoate)"
"Gene00388" "ABC transporter, ATP-binding protein 2 PP0615"
"Gene00389" "ABC transporter, ATP-binding protein 2 RSc1754"
"Gene00390" "ABC transporter, ATP-binding protein KPN_00598"
"Gene00391" "ABC transporter, ATP-binding protein YejF"
"Gene00392" "ABC transporter, dimeric ATP-binding protein KPN_00640"
"Gene00393" "ABC transporter, fused permease protein"
"Gene00394" "ABC transporter, nucleotide binding/ATPase protein"
"Gene00395" "ABC transporter, periplasmic binding-protein"
"Gene00396" "ABC transporter, periplasmic spermidine putrescine-binding protein potD"
"Gene00397" "ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1)"
"Gene00398" "ABC transporter, periplasmic substrate-binding protein"
"Gene00399" "ABC transporter, permease protein"
"Gene00400" "ABC transporter, permease protein (cluster 10, nitrate/sulfonate/bicarbonate)"
"Gene00401" "ABC transporter, permease protein (cluster 10, nitrate/sulfonate/bicarbonate) / ABC transporter, permease protein (cluster 10, nitrate/sulfonate/bicarbonate)"
"Gene00402" "ABC transporter, permease protein (cluster 12, methionine/phosphonates)"
"Gene00403" "ABC transporter, permease protein (cluster 13, osmolytes)"
"Gene00404" "ABC transporter, permease protein (cluster 2, ribose/xylose/arabinose/galactose)"
"Gene00405" "ABC transporter, permease protein (cluster 2, ribose/xylose/arabinose/galactose) / ABC transporter, permease protein (cluster 2, ribose/xylose/arabinose/galactose)"
"Gene00406" "ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)"
"Gene00407" "ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines) / ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)"
"Gene00408" "ABC transporter, permease protein (cluster 8, B12/iron complex)"
"Gene00409" "ABC transporter, permease protein (cluster 9, phospholipid)"
"Gene00410" "ABC transporter, permease protein / ABC transporter, permease protein"
"Gene00411" "ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)"
"Gene00412" "ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron) / ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)"
"Gene00413" "ABC transporter, permease protein 1 (cluster 11, riboflavin/purine nucleoside/unknown)"
"Gene00414" "ABC transporter, permease protein 1 (cluster 4, leucine/isoleucine/valine/benzoate)"
"Gene00415" "ABC transporter, permease protein 1 (cluster 4, leucine/isoleucine/valine/benzoate) / ABC transporter, permease protein 2 (cluster 4, leucine/isoleucine/valine/benzoate)"
"Gene00416" "ABC transporter, permease protein 1 (cluster 5, nickel/peptides/opines)"
"Gene00417" "ABC transporter, permease protein 1 PP0618"
"Gene00418" "ABC transporter, permease protein 1 RSc1751"
"Gene00419" "ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)"
"Gene00420" "ABC transporter, permease protein 2 (cluster 11, riboflavin/purine nucleoside/unknown)"
"Gene00421" "ABC transporter, permease protein 2 (cluster 4, leucine/isoleucine/valine/benzoate)"
"Gene00422" "ABC transporter, permease protein 2 (cluster 4, leucine/isoleucine/valine/benzoate) / ABC transporter, ATP-binding protein 1 (cluster 4, leucine/isoleucine/valine/benzoate)"
"Gene00423" "ABC transporter, permease protein 2 (cluster 4, leucine/isoleucine/valine/benzoate) / ABC transporter, ATP-binding protein 1 (cluster 4, leucine/isoleucine/valine/benzoate) / ABC transporter, ATP-binding protein 2 (cluster 4, leucine/isoleucine/valine/benzoate)"
"Gene00424" "ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines)"
"Gene00425" "ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines) / ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)"
"Gene00426" "ABC transporter, permease protein 2 KPN_00638"
"Gene00427" "ABC transporter, permease protein 2 PP0617"
"Gene00428" "ABC transporter, permease protein 2 RSc1752"
"Gene00429" "ABC transporter, permease protein KPN_00597"
"Gene00430" "ABC transporter, RND-adapter-like protein"
"Gene00431" "ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)"
"Gene00432" "ABC transporter, substrate-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)"
"Gene00433" "ABC transporter, substrate-binding protein (cluster 11, riboflavin/purine nucleoside/unknown)"
"Gene00434" "ABC transporter, substrate-binding protein (cluster 12, methionine/phosphonates)"
"Gene00435" "ABC transporter, substrate-binding protein (cluster 12, methionine/phosphonates) / Two-component system sensor histidine kinase"
"Gene00436" "ABC transporter, substrate-binding protein (cluster 13, osmolytes)"
"Gene00437" "ABC transporter, substrate-binding protein (cluster 15, trp?)"
"Gene00438" "ABC transporter, substrate-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"
"Gene00439" "ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)"
"Gene00440" "ABC transporter, substrate-binding protein (cluster 4, leucine/isoleucine/valine/benzoate)"
"Gene00441" "ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)"
"Gene00442" "ABC transporter, substrate-binding protein (cluster 6, sulfate/molybdate/tungstate/phosphate)"
"Gene00443" "ABC transporter, substrate-binding protein (cluster 7, di-/tri-carboxylate)"
"Gene00444" "ABC transporter, substrate-binding protein (cluster 8, B12/iron complex)"
"Gene00445" "ABC transporter, substrate-binding protein (cluster 9, phospholipid)"
"Gene00446" "ABC transporter, substrate-binding protein BBta_7080 family"
"Gene00447" "ABC transporter, substrate-binding protein KPN_00600"
"Gene00448" "ABC transporter, substrate-binding protein KPN_00641"
"Gene00449" "ABC transporter, substrate-binding protein PP0619"
"Gene00450" "ABC transporter, substrate-binding protein RSc1750"
"Gene00451" "ABC transporter, substrate-binding protein UgtE (cluster 1, maltose/g3p/iron)"
"Gene00452" "ABC-transporter ATP-binding protein with unknown substrate"
"Gene00453" "ABC-type amino acid transport/signal transduction system, periplasmic component/domain"
"Gene00454" "ABC-type amino acid transport/signal transduction systems, periplasmic component/domain"
"Gene00455" "ABC-type antimicrobial peptide transport system, ATPase component"
"Gene00456" "ABC-type antimicrobial peptide transport system, permease component"
"Gene00457" "ABC-type branched-chain amino acid transport systems, ATPase component"
"Gene00458" "ABC-type branched-chain amino acid transport systems, periplasmic component"
"Gene00459" "ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components"
"Gene00460" "ABC-type dipeptide transport system periplasmic component-like protein"
"Gene00461" "ABC-type dipeptide transport system, periplasmic component"
"Gene00462" "ABC-type efflux pump membrane fusion component YbhG"
"Gene00463" "ABC-type efflux pump permease component YbhR"
"Gene00464" "ABC-type efflux pump permease component YbhS"
"Gene00465" "ABC-type efflux pump, duplicated ATPase component YbhF"
"Gene00466" "ABC-type Fe3+ transport system protein; Molybdenum transport protein, putative"
"Gene00467" "ABC-type Fe3+ transport system, periplasmic component"
"Gene00468" "ABC-type Fe3+-siderophore transport system, ATPase component"
"Gene00469" "ABC-type Fe3+-siderophore transport system, permease 2 component"
"Gene00470" "ABC-type hemin transport system, ATPase component"
"Gene00471" "ABC-type Mn2+/Zn2+ transport systems, permease components"
"Gene00472" "ABC-type multidrug transport system, ATPase and permease components"
"Gene00473" "ABC-type multidrug transport system, ATPase component"
"Gene00474" "ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component"
"Gene00475" "ABC-type nitrate/sulfonate/bicarbonate transport system, permease component"
"Gene00476" "ABC-type nitrate/sulfonate/bicarbonate transport systems periplasmic components-like"
"Gene00477" "ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components"
"Gene00478" "ABC-type phosphate/phosphonate transport system periplasmic component-like"
"Gene00479" "ABC-type polar amino acid transport system protein, permease protein"
"Gene00480" "ABC-type polar amino acid transport system, ATPase component"
"Gene00481" "ABC-type probable sulfate transporter, periplasmic binding protein"
"Gene00482" "ABC-type proline/glycine betaine transport systems, permease component"
"Gene00483" "ABC-type siderophore export system, fused ATPase and permease components"
"Gene00484" "ABC-type spermidine/putrescine transport system, permease component I"
"Gene00485" "ABC-type spermidine/putrescine transport system, permease component II"
"Gene00486" "ABC-type spermidine/putrescine transport systems, ATPase components"
"Gene00487" "ABC-type sugar transport systems, ATPase components"
"Gene00488" "ABC-type transport system involved in Fe-S cluster assembly, ATPase component"
"Gene00489" "ABC-type transport system involved in resistance to organic solvents, auxiliary component"
"Gene00490" "ABC-type transport system involved in resistance to organic solvents, periplasmic component"
"Gene00491" "ABC-type transporter, permease component: POPT family"
"Gene00492" "ABC-type tungstate transport system, ATP-binding protein"
"Gene00493" "ABC1 family protein"
"Gene00494" "Abi family protein"
"Gene00495" "Abortive infection bacteriophage resistance protein"
"Gene00496" "abortive phage resistance protein"
"Gene00497" "AbrB protein"
"Gene00498" "accessory protein"
"Gene00499" "Accessory protein"
"Gene00500" "Acetaldehyde dehydrogenase (EC 1.2.1.10) / Alcohol dehydrogenase (EC 1.1.1.1)"
"Gene00501" "Acetamidase (EC 3.5.1.4)"
"Gene00502" "Acetamidase/Formamidase"
"Gene00503" "Acetamidase/Formamidase precursor"
"Gene00504" "Acetate kinase (EC 2.7.2.1)"
"Gene00505" "Acetate permease ActP (cation/acetate symporter)"
"Gene00506" "Acetoacetate decarboxylase"
"Gene00507" "Acetoacetate decarboxylase (EC 4.1.1.4)"
"Gene00508" "Acetoacetyl-CoA reductase (EC 1.1.1.36)"
"Gene00509" "Acetoacetyl-CoA synthetase (EC 6.2.1.16)"
"Gene00510" "Acetoacetyl-CoA synthetase (EC 6.2.1.16) / Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)"
"Gene00511" "Acetohydroxy acid synthase"
"Gene00512" "Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190)"
"Gene00513" "Acetoin dehydrogenase E1 component beta-subunit (EC 2.3.1.190)"
"Gene00514" "acetolactate synthase"
"Gene00515" "Acetolactate synthase large subunit (EC 2.2.1.6)"
"Gene00516" "Acetolactate synthase large subunit homolog"
"Gene00517" "Acetolactate synthase small subunit (EC 2.2.1.6)"
"Gene00518" "Acetolactate synthase, catabolic (EC 2.2.1.6)"
"Gene00519" "Acetone carboxylase, alpha subunit (EC 6.4.1.6)"
"Gene00520" "Acetone carboxylase, beta subunit (EC 6.4.1.6)"
"Gene00521" "Acetone carboxylase, gamma subunit (EC 6.4.1.6)"
"Gene00522" "Acetyl CoA synthase (Acetyl-CoA c-acetyltransferase) (EC 2.3.1.9)"
"Gene00523" "Acetyl-CoA acetyltransferase"
"Gene00524" "Acetyl-CoA acetyltransferase (EC 2.3.1.9)"
"Gene00525" "Acetyl-CoA acetyltransferase (EC 2.3.1.9) @ 3-oxoadipyl-CoA thiolase (EC 2.3.1.174)"
"Gene00526" "Acetyl-CoA hydrolase"
"Gene00527" "Acetyl-CoA hydrolase (EC 3.1.2.1)"
"Gene00528" "Acetyl-CoA synthetase"
"Gene00529" "Acetyl-CoA synthetase (ADP-forming) alpha and beta chains, putative"
"Gene00530" "Acetyl-CoA synthetase (ADP-forming) alpha chain (EC 6.2.1.13)"
"Gene00531" "Acetyl-CoA synthetase (EC 6.2.1.1)"
"Gene00532" "Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)"
"Gene00533" "Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)"
"Gene00534" "Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)"
"Gene00535" "Acetyl-coenzyme A synthetase (EC 6.2.1.1)"
"Gene00536" "Acetylornithine aminotransferase (EC 2.6.1.11)"
"Gene00537" "Acetylornithine deacetylase (EC 3.5.1.16)"
"Gene00538" "Acetylornithine deacetylase-like protein Acry_1162"
"Gene00539" "Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases"
"Gene00540" "Acetylspermidine deacetylase (EC 3.5.1.48); Deacetylases, including yeast histone deacetylase and acetoin utilization protein"
"Gene00541" "Acetyltransferase"
"Gene00542" "Acetyltransferase (GNAT) family( EC:2.3.1.- )"
"Gene00543" "Acetyltransferase (isoleucine patch superfamily)"
"Gene00544" "acetyltransferase-like"
"Gene00545" "Acetyltransferase-like"
"Gene00546" "acetyltransferase, CYSE/LACA/LPXA/NODL family"
"Gene00547" "acetyltransferase, GNAT family"
"Gene00548" "Acetyltransferase, GNAT family"
"Gene00549" "Acetyltransferase, GNAT family (EC 2.3.1.-)"
"Gene00550" "Acid phosphatase (EC 3.1.3.2)"
"Gene00551" "Acid phosphatase, class B"
"Gene00552" "Acid-resistant locus arl7 (Fragment)"
"Gene00553" "Aconitate hydratase (EC 4.2.1.3)"
"Gene00554" "Aconitate hydratase 2 (EC 4.2.1.3)"
"Gene00555" "AcrB/AcrD/AcrF family protein"
"Gene00556" "Acriflavin resistance protein"
"Gene00557" "Acryloyl-CoA reductase AcuI/YhdH (EC 1.3.1.84)"
"Gene00558" "Activator of Hsp90 ATPase 1 family protein"
"Gene00559" "Acyclic carotenoid 1,2-hydratase (EC 4.2.1.131)"
"Gene00560" "Acyl carrier protein"
"Gene00561" "Acyl carrier protein associated with anthrachelin biosynthesis / Hypothetical protein GBAA1985 associated with anthrachelin biosynthesis, unique"
"Gene00562" "Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit"
"Gene00563" "Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit"
"Gene00564" "Acyl dehydratase"
"Gene00565" "Acyl protein synthase/acyl-CoA reductase RfbN"
"Gene00566" "Acyl transferase"
"Gene00567" "Acyl--CoA ligase"
"Gene00568" "Acyl-[acyl-carrier-protein] synthetase (EC 6.2.1.20)"
"Gene00569" "Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)"
"Gene00570" "acyl-CoA dehydrogenase"
"Gene00571" "Acyl-CoA dehydrogenase"
"Gene00572" "Acyl-CoA dehydrogenase (EC 1.3.8.-), Mycobacterial subgroup FadE28; Acyl-CoA dehydrogenase IgrB"
"Gene00573" "Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE16"
"Gene00574" "Acyl-CoA dehydrogenase (EC 1.3.8.7)"
"Gene00575" "Acyl-CoA dehydrogenase 2 [fadN-fadA-fadE operon] (EC 1.3.8.7)"
"Gene00576" "Acyl-CoA dehydrogenase family protein"
"Gene00577" "Acyl-CoA dehydrogenase MSMEG_6511, long-chain specific (EC 1.3.8.8)"
"Gene00578" "Acyl-CoA dehydrogenase PA4979"
"Gene00579" "Acyl-CoA dehydrogenase STM0857"
"Gene00580" "Acyl-CoA dehydrogenase, long-chain specific (EC 1.3.8.8)"
"Gene00581" "acyl-CoA dehydrogenase, putative phosphotransferase"
"Gene00582" "Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.8.1)"
"Gene00583" "Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)"
"Gene00584" "Acyl-CoA dehydrogenase; probable dibenzothiophene desulfurization enzyme"
"Gene00585" "Acyl-CoA dehydrogenase/oxidase domain protein"
"Gene00586" "Acyl-CoA hydrolase (EC 3.1.2.20)"
"Gene00587" "Acyl-CoA reductase (EC 1.2.1.50)"
"Gene00588" "acyl-CoA synthase"
"Gene00589" "Acyl-CoA synthetase clustered with carnitinyl-CoA dehydratase"
"Gene00590" "Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases"
"Gene00591" "Acyl-CoA thioesterase"
"Gene00592" "Acyl-CoA thioesterase II (EC 3.1.2.-)"
"Gene00593" "Acyl-CoA thioesterase YciA, involved in membrane biogenesis"
